GEOID,year,force,employed,unemployed,rate
18119,2010,10316,9126,1190,11.5
18121,2010,7332,6530,802,10.9
18123,2010,8931,7987,944,10.6
18125,2010,6199,5611,588,9.5
18127,2010,81607,73876,7731,9.5
18129,2010,13494,12440,1054,7.8
18131,2010,6370,5736,634,10
18133,2010,16674,14732,1942,11.6
18135,2010,13019,11486,1533,11.8
18137,2010,14527,12898,1629,11.2
18139,2010,8683,7716,967,11.1
18141,2010,130462,115384,15078,11.6
18143,2010,10590,9195,1395,13.2
18145,2010,22714,20223,2491,11
18147,2010,10996,10030,966,8.8
18149,2010,10444,9052,1392,13.3
18151,2010,18438,16385,2053,11.1
18153,2010,9085,8170,915,10.1
18155,2010,5025,4558,467,9.3
18157,2010,86530,78863,7667,8.9
18159,2010,8046,7221,825,10.3
18161,2010,3729,3346,383,10.3
18163,2010,92127,83894,8233,8.9
18165,2010,7810,6799,1011,12.9
18167,2010,51128,45401,5727,11.2
18169,2010,15955,14133,1822,11.4
18171,2010,4201,3758,443,10.5
18173,2010,30817,28345,2472,8
18175,2010,13806,12118,1688,12.2
18177,2010,31330,27310,4020,12.8
18179,2010,14137,12757,1380,9.8
18181,2010,12975,11613,1362,10.5
18183,2010,17603,15579,2024,11.5
19001,2010,4104,3877,227,5.5
19003,2010,2240,2132,108,4.8
19005,2010,7916,7296,620,7.8
19007,2010,6199,5748,451,7.3
19009,2010,3478,3284,194,5.6
19011,2010,14329,13442,887,6.2
19013,2010,70978,66590,4388,6.2
19015,2010,14843,13995,848,5.7
19017,2010,13861,13182,679,4.9
19019,2010,11349,10670,679,6
19021,2010,11420,10880,540,4.7
19023,2010,8198,7702,496,6.1
19025,2010,4655,4375,280,6
19027,2010,11712,11207,505,4.3
19029,2010,7409,6945,464,6.3
19031,2010,10987,10395,592,5.4
19033,2010,24561,22880,1681,6.8
19035,2010,7087,6768,319,4.5
19037,2010,6554,6069,485,7.4
19039,2010,4784,4417,367,7.7
19041,2010,9346,8798,548,5.9
19043,2010,10481,9736,745,7.1
19045,2010,26447,24589,1858,7
19047,2010,8981,8560,421,4.7
19049,2010,37290,35590,1700,4.6
19051,2010,4253,3950,303,7.1
19053,2010,4465,4194,271,6.1
19055,2010,10360,9733,627,6.1
19057,2010,20211,18707,1504,7.4
19059,2010,9296,8665,631,6.8
19061,2010,54215,51079,3136,5.8
19063,2010,5868,5456,412,7
19065,2010,11013,10226,787,7.1
19067,2010,8548,7929,619,7.2
19069,2010,6026,5650,376,6.2
19071,2010,3978,3743,235,5.9
19073,2010,5201,4895,306,5.9
19075,2010,6754,6370,384,5.7
19077,2010,5851,5473,378,6.5
19079,2010,8082,7494,588,7.3
19081,2010,6069,5666,403,6.6
19083,2010,9131,8536,595,6.5
19085,2010,7999,7553,446,5.6
19087,2010,9958,9132,826,8.3
19089,2010,5338,5002,336,6.3
19091,2010,5226,4956,270,5.2
19093,2010,3846,3650,196,5.1
19095,2010,9659,9128,531,5.5
19097,2010,11104,10310,794,7.2
19099,2010,19022,17633,1389,7.3
19101,2010,8954,8319,635,7.1
19103,2010,79254,75904,3350,4.2
19105,2010,11106,10400,706,6.4
19107,2010,5547,5185,362,6.5
19109,2010,8380,7954,426,5.1
19111,2010,17739,16165,1574,8.9
19113,2010,120103,112921,7182,6
19115,2010,5963,5530,433,7.3
19117,2010,4232,3973,259,6.1
19119,2010,6404,6157,247,3.9
19121,2010,8459,7916,543,6.4
19123,2010,11913,11112,801,6.7
19125,2010,17597,16554,1043,5.9
19127,2010,20153,18775,1378,6.8
19129,2010,7609,7210,399,5.2
19131,2010,5733,5436,297,5.2
19133,2010,4886,4534,352,7.2
19135,2010,4096,3800,296,7.2
19137,2010,5248,4825,423,8.1
19139,2010,21811,20070,1741,8
19141,2010,8145,7766,379,4.7
19143,2010,3669,3488,181,4.9
19145,2010,7130,6647,483,6.8
19147,2010,4844,4552,292,6
19149,2010,14566,13914,652,4.5
19151,2010,4056,3849,207,5.1
19153,2010,244906,230305,14601,6
19155,2010,50336,47429,2907,5.8
19157,2010,10568,9956,612,5.8
19159,2010,2615,2492,123,4.7
19161,2010,5715,5448,267,4.7
19163,2010,87133,81354,5779,6.6
19165,2010,6611,6311,300,4.5
19167,2010,19668,18897,771,3.9
19169,2010,53335,51095,2240,4.2
19171,2010,9356,8754,602,6.4
19173,2010,3188,3011,177,5.6
19175,2010,7018,6622,396,5.6
19177,2010,3970,3681,289,7.3
19179,2010,18504,17050,1454,7.9
19181,2010,26352,24866,1486,5.6
19183,2010,12420,11787,633,5.1
19185,2010,2876,2699,177,6.2
19187,2010,20142,18745,1397,6.9
19189,2010,5819,5430,389,6.7
19191,2010,12293,11614,679,5.5
19193,2010,55988,52304,3684,6.6
19195,2010,4342,4027,315,7.3
19197,2010,6856,6365,491,7.2
20001,2010,7010,6429,581,8.3
20003,2010,4572,4220,352,7.7
20005,2010,7938,7154,784,9.9
20007,2010,2769,2644,125,4.5
20009,2010,15001,14100,901,6
20011,2010,7223,6572,651,9
20013,2010,5266,4917,349,6.6
20015,2010,33009,30447,2562,7.8
20017,2010,1442,1361,81,5.6
20019,2010,1740,1583,157,9
20021,2010,10798,9817,981,9.1
20023,2010,1405,1348,57,4.1
20025,2010,1223,1169,54,4.4
20027,2010,4631,4374,257,5.5
20029,2010,4654,4392,262,5.6
20031,2010,4847,4479,368,7.6
20033,2010,994,949,45,4.5
20035,2010,17259,15906,1353,7.8
20037,2010,19356,17672,1684,8.7
20039,2010,1457,1384,73,5
20041,2010,10234,9557,677,6.6
20043,2010,4540,4139,401,8.8
20045,2010,64379,60574,3805,5.9
20047,2010,1683,1593,90,5.3
20049,2010,1414,1296,118,8.3
20051,2010,17642,16946,696,3.9
20053,2010,3395,3235,160,4.7
20055,2010,20174,19255,919,4.6
20057,2010,18114,17361,753,4.2
20059,2010,14363,13070,1293,9
20061,2010,13359,12136,1223,9.2
20063,2010,1505,1454,51,3.4
20065,2010,1389,1323,66,4.8
20067,2010,4202,4021,181,4.3
20069,2010,3489,3376,113,3.2
20071,2010,827,799,28,3.4
20073,2010,3441,3181,260,7.6
20075,2010,1825,1768,57,3.1
20077,2010,2937,2753,184,6.3
20079,2010,17774,16497,1277,7.2
20081,2010,2445,2357,88,3.6
20083,2010,1085,1045,40,3.7
20085,2010,7509,7046,463,6.2
20087,2010,10671,9871,800,7.5
20089,2010,1558,1473,85,5.5
20091,2010,307190,288469,18721,6.1
20093,2010,2155,2058,97,4.5
20095,2010,3862,3594,268,6.9
20097,2010,1398,1325,73,5.2
20099,2010,11277,10203,1074,9.5
20101,2010,985,944,41,4.2
20103,2010,34342,31735,2607,7.6
20105,2010,1882,1770,112,6
20107,2010,4534,4028,506,11.2
20109,2010,1737,1676,61,3.5
20111,2010,17481,16316,1165,6.7
20113,2010,16477,15627,850,5.2
20115,2010,6742,6342,400,5.9
20117,2010,5908,5608,300,5.1
20119,2010,2567,2458,109,4.2
20121,2010,17111,15815,1296,7.6
20123,2010,3874,3689,185,4.8
20125,2010,18083,16158,1925,10.6
20127,2010,3311,3085,226,6.8
20129,2010,1756,1680,76,4.3
20131,2010,5820,5570,250,4.3
20133,2010,7410,6651,759,10.2
20135,2010,1618,1554,64,4
20137,2010,3098,2980,118,3.8
20139,2010,8618,7906,712,8.3
20141,2010,2224,2116,108,4.9
20143,2010,3286,3090,196,6
20145,2010,3608,3439,169,4.7
20147,2010,3037,2881,156,5.1
20149,2010,11890,11268,622,5.2
20151,2010,5289,4993,296,5.6
20153,2010,1511,1458,53,3.5
20155,2010,32894,30800,2094,6.4
20157,2010,2732,2614,118,4.3
20159,2010,5306,5018,288,5.4
20161,2010,36091,34289,1802,5
20163,2010,2767,2593,174,6.3
20165,2010,1793,1697,96,5.4
20167,2010,3741,3550,191,5.1
20169,2010,30934,29027,1907,6.2
20171,2010,2767,2661,106,3.8
20173,2010,252713,230497,22216,8.8
20175,2010,10794,10261,533,4.9
20177,2010,93584,87047,6537,7
20179,2010,1514,1463,51,3.4
20181,2010,3154,3004,150,4.8
20183,2010,2333,2232,101,4.3
20185,2010,2366,2246,120,5.1
20187,2010,1093,1048,45,4.1
20189,2010,2870,2749,121,4.2
20191,2010,11958,10896,1062,8.9
20193,2010,4543,4363,180,4
20195,2010,1509,1438,71,4.7
20197,2010,3887,3633,254,6.5
20199,2010,893,840,53,5.9
20201,2010,3346,3184,162,4.8
20203,2010,1336,1290,46,3.4
20205,2010,4500,3962,538,12
20207,2010,1736,1599,137,7.9
20209,2010,74994,67433,7561,10.1
21001,2010,7810,6839,971,12.4
21003,2010,9126,8056,1070,11.7
21005,2010,11579,10466,1113,9.6
21007,2010,3839,3445,394,10.3
21009,2010,19749,17540,2209,11.2
21011,2010,4887,4172,715,14.6
21013,2010,10197,8959,1238,12.1
21015,2010,63271,57662,5609,8.9
21017,2010,10064,9151,913,9.1
21019,2010,20421,18342,2079,10.2
21021,2010,13342,11853,1489,11.2
21023,2010,3982,3529,453,11.4
21025,2010,4528,3916,612,13.5
21027,2010,8273,7202,1071,12.9
21029,2010,38803,34671,4132,10.6
21031,2010,5457,4802,655,12
21033,2010,5916,5293,623,10.5
21035,2010,18915,17391,1524,8.1
21037,2010,48713,44284,4429,9.1
21039,2010,2251,2047,204,9.1
21041,2010,4999,4274,725,14.5
21043,2010,11925,10244,1681,14.1
21045,2010,6914,6155,759,11
21047,2010,27294,24107,3187,11.7
21049,2010,17775,15862,1913,10.8
21051,2010,6030,5153,877,14.5
21053,2010,4273,3803,470,11
21055,2010,4064,3660,404,9.9
21057,2010,3174,2800,374,11.8
21059,2010,46881,42523,4358,9.3
21061,2010,5122,4440,682,13.3
21063,2010,2399,2019,380,15.8
21065,2010,5694,4923,771,13.5
21067,2010,163286,151190,12096,7.4
21069,2010,6713,5940,773,11.5
21071,2010,13940,12064,1876,13.5
21073,2010,24625,22481,2144,8.7
21075,2010,2729,2415,314,11.5
21077,2010,4076,3573,503,12.3
21079,2010,7935,7051,884,11.1
21081,2010,11684,10308,1376,11.8
21083,2010,16827,15231,1596,9.5
21085,2010,11549,9904,1645,14.2
21087,2010,5596,4938,658,11.8
21089,2010,15351,13579,1772,11.5
21091,2010,4060,3643,417,10.3
21093,2010,46901,42359,4542,9.7
21095,2010,10193,8979,1214,11.9
21097,2010,9016,8013,1003,11.1
21099,2010,8110,7264,846,10.4
21101,2010,22850,20503,2347,10.3
21103,2010,7834,7060,774,9.9
21105,2010,2300,2112,188,8.2
21107,2010,21211,19157,2054,9.7
21109,2010,5142,4419,723,14.1
21111,2010,378722,340806,37916,10
21113,2010,24710,22615,2095,8.5
21115,2010,8925,7804,1121,12.6
21117,2010,83798,75611,8187,9.8
21119,2010,5924,5126,798,13.5
21121,2010,10648,9209,1439,13.5
21123,2010,6062,5378,684,11.3
21125,2010,24952,22105,2847,11.4
21127,2010,5767,4983,784,13.6
21129,2010,2590,2263,327,12.6
21131,2010,3607,3141,466,12.9
21133,2010,8659,7669,990,11.4
21135,2010,5589,4818,771,13.8
21137,2010,10625,9261,1364,12.8
21139,2010,4035,3549,486,12
21141,2010,12612,11362,1250,9.9
21143,2010,2982,2636,346,11.6
21145,2010,30650,27876,2774,9.1
21147,2010,5723,4896,827,14.5
21149,2010,4524,4062,462,10.2
21151,2010,43050,39386,3664,8.5
21153,2010,4290,3411,879,20.5
21155,2010,9110,7961,1149,12.6
21157,2010,15404,13783,1621,10.5
21159,2010,3998,3586,412,10.3
21161,2010,7892,7004,888,11.3
21163,2010,12338,10882,1456,11.8
21165,2010,2560,2163,397,15.5
21167,2010,10532,9353,1179,11.2
21169,2010,4674,4051,623,13.3
21171,2010,4850,4331,519,10.7
21173,2010,12077,10603,1474,12.2
21175,2010,5114,4447,667,13
21177,2010,13040,11615,1425,10.9
21179,2010,21971,19514,2457,11.2
21181,2010,3631,3264,367,10.1
21183,2010,10316,9159,1157,11.2
21185,2010,29248,27042,2206,7.5
21187,2010,5915,5418,497,8.4
21189,2010,1362,1181,181,13.3
21191,2010,7387,6480,907,12.3
21193,2010,11065,9766,1299,11.7
21195,2010,24504,21948,2556,10.4
21197,2010,5290,4468,822,15.5
21199,2010,27776,24831,2945,10.6
21201,2010,869,768,101,11.6
21203,2010,7028,6240,788,11.2
21205,2010,10912,9807,1105,10.1
21207,2010,7297,6361,936,12.8
21209,2010,25429,23216,2213,8.7
21211,2010,21851,19900,1951,8.9
21213,2010,8642,7521,1121,13
21215,2010,9205,8291,914,9.9
21217,2010,11802,10355,1447,12.3
21219,2010,5676,5106,570,10
21221,2010,6440,5531,909,14.1
21223,2010,4088,3561,527,12.9
21225,2010,7687,6941,746,9.7
21227,2010,58221,52861,5360,9.2
21229,2010,6089,5471,618,10.1
21231,2010,8213,7059,1154,14.1
21233,2010,6121,5542,579,9.5
21235,2010,14127,12346,1781,12.6
21237,2010,2152,1800,352,16.4
21239,2010,14441,13394,1047,7.3
22001,2010,26130,24233,1897,7.3
22003,2010,9395,8471,924,9.8
22005,2010,53392,49414,3978,7.5
22007,2010,10067,8902,1165,11.6
22009,2010,16867,15453,1414,8.4
22011,2010,14585,13429,1156,7.9
22013,2010,5918,5324,594,10
22015,2010,56576,53152,3424,6.1
22017,2010,116799,107285,9514,8.1
22019,2010,87896,80851,7045,8
22021,2010,4179,3726,453,10.8
22023,2010,3299,3092,207,6.3
22025,2010,4229,3792,437,10.3
22027,2010,6892,6289,603,8.7
22029,2010,7875,7093,782,9.9
22031,2010,11394,10392,1002,8.8
22033,2010,221984,205112,16872,7.6
22035,2010,2477,2038,439,17.7
22037,2010,8103,7427,676,8.3
22039,2010,13141,12015,1126,8.6
22041,2010,8333,7409,924,11.1
22043,2010,8590,7864,726,8.5
22045,2010,32240,29464,2776,8.6
22047,2010,14031,12622,1409,10
22049,2010,7085,6568,517,7.3
22051,2010,216258,200303,15955,7.4
22053,2010,13113,12124,989,7.5
22055,2010,113571,106487,7084,6.2
22057,2010,45070,42305,2765,6.1
22059,2010,6444,6024,420,6.5
22061,2010,20309,18533,1776,8.7
22063,2010,61281,56675,4606,7.5
22065,2010,4170,3668,502,12
22067,2010,11097,9385,1712,15.4
22069,2010,16590,15101,1489,9
22071,2010,162592,148465,14127,8.7
22073,2010,70729,64888,5841,8.3
22075,2010,10028,9420,608,6.1
22077,2010,10001,9134,867,8.7
22079,2010,58820,54349,4471,7.6
22081,2010,4020,3680,340,8.5
22083,2010,8802,7834,968,11
22085,2010,9673,8970,703,7.3
22087,2010,15951,14621,1330,8.3
22089,2010,25481,23594,1887,7.4
22091,2010,4716,4097,619,13.1
22093,2010,10130,8949,1181,11.7
22095,2010,21535,19252,2283,10.6
22097,2010,34308,31015,3293,9.6
22099,2010,24050,22137,1913,8
22101,2010,25185,22815,2370,9.4
22103,2010,108755,101906,6849,6.3
22105,2010,53664,48451,5213,9.7
22107,2010,2121,1828,293,13.8
22109,2010,50910,47617,3293,6.5
22111,2010,9674,8667,1007,10.4
22113,2010,25637,23770,1867,7.3
22115,2010,18553,16958,1595,8.6
22117,2010,17114,15469,1645,9.6
22119,2010,16831,15083,1748,10.4
22121,2010,11924,10986,938,7.9
22123,2010,4452,3727,725,16.3
22125,2010,5237,4885,352,6.7
22127,2010,5813,5270,543,9.3
23001,2010,55909,51116,4793,8.6
23003,2010,34717,31344,3373,9.7
23005,2010,156017,145846,10171,6.5
23007,2010,15502,14071,1431,9.2
23009,2010,29815,27185,2630,8.8
23011,2010,62924,58135,4789,7.6
23013,2010,20391,18883,1508,7.4
23015,2010,17122,15824,1298,7.6
23017,2010,27923,24935,2988,10.7
23019,2010,79017,72321,6696,8.5
23021,2010,7962,7110,852,10.7
23023,2010,19219,17940,1279,6.7
23025,2010,24679,21939,2740,11.1
23027,2010,20407,18675,1732,8.5
23029,2010,14945,13332,1613,10.8
23031,2010,108635,99974,8661,8
24001,2010,34419,31206,3213,9.3
24003,2010,286070,266359,19711,6.9
24005,2010,431530,395920,35610,8.3
24009,2010,47831,44547,3284,6.9
24011,2010,17421,15811,1610,9.2
24013,2010,92598,86283,6315,6.8
24015,2010,51981,47031,4950,9.5
24017,2010,78222,72815,5407,6.9
24019,2010,16549,14665,1884,11.4
24021,2010,127913,119084,8829,6.9
24023,2010,15807,14405,1402,8.9
24025,2010,132791,122453,10338,7.8
24027,2010,160638,151618,9020,5.6
24029,2010,10631,9694,937,8.8
24031,2010,532572,502733,29839,5.6
24033,2010,479626,443655,35971,7.5
24035,2010,26142,24233,1909,7.3
24037,2010,53619,50116,3503,6.5
24039,2010,9931,8749,1182,11.9
24041,2010,19402,17858,1544,8
24043,2010,75805,68531,7274,9.6
24045,2010,50381,45464,4917,9.8
24047,2010,26437,22906,3531,13.4
24510,2010,295516,262359,33157,11.2
25001,2010,111092,100062,11030,9.9
25003,2010,68182,62266,5916,8.7
25005,2010,286799,256458,30341,10.6
25007,2010,9103,8214,889,9.8
25009,2010,392103,357987,34116,8.7
25011,2010,39971,36925,3046,7.6
25013,2010,220925,198217,22708,10.3
25015,2010,85528,79532,5996,7
25017,2010,825687,768485,57202,6.9
25019,2010,6167,5573,594,9.6
25021,2010,358192,331514,26678,7.4
25023,2010,262147,238691,23456,8.9
25025,2010,393870,363769,30101,7.6
25027,2010,420320,383125,37195,8.8
26001,2010,3880,3188,692,17.8
26003,2010,3593,3085,508,14.1
26005,2010,57023,50551,6472,11.3
26007,2010,14273,12397,1876,13.1
26009,2010,10563,8875,1688,16
26011,2010,6958,5810,1148,16.5
26013,2010,3906,3150,756,19.4
26015,2010,29360,26318,3042,10.4
26017,2010,54666,48347,6319,11.6
26019,2010,8961,7755,1206,13.5
26021,2010,76628,67415,9213,12
26023,2010,20042,17507,2535,12.6
26025,2010,64996,57389,7607,11.7
26027,2010,24583,21792,2791,11.4
26029,2010,13357,11483,1874,14
26031,2010,11358,9772,1586,14
26033,2010,17806,15682,2124,11.9
26035,2010,12542,10592,1950,15.5
26037,2010,39637,36310,3327,8.4
26039,2010,5631,4832,799,14.2
26041,2010,18177,15898,2279,12.5
26043,2010,13213,11692,1521,11.5
26045,2010,57180,51676,5504,9.6
26047,2010,18512,15839,2673,14.4
26049,2010,188190,161918,26272,14
26051,2010,10413,8869,1544,14.8
26053,2010,7226,6281,945,13.1
26055,2010,47553,42015,5538,11.6
26057,2010,19544,17233,2311,11.8
26059,2010,21487,18577,2910,13.5
26061,2010,17939,16010,1929,10.8
26063,2010,16642,14567,2075,12.5
26065,2010,148442,133197,15245,10.3
26067,2010,29931,26363,3568,11.9
26069,2010,10377,8737,1640,15.8
26071,2010,5296,4661,635,12
26073,2010,35522,32046,3476,9.8
26075,2010,74673,65564,9109,12.2
26077,2010,129632,116657,12975,10
26079,2010,7918,6680,1238,15.6
26081,2010,316233,284168,32065,10.1
26083,2010,1015,862,153,15.1
26085,2010,3890,3258,632,16.2
26087,2010,41335,34587,6748,16.3
26089,2010,10588,9490,1098,10.4
26091,2010,49811,43318,6493,13
26093,2010,94112,83600,10512,11.2
26095,2010,2498,2163,335,13.4
26097,2010,5560,4746,814,14.6
26099,2010,420803,362380,58423,13.9
26101,2010,11051,9605,1446,13.1
26103,2010,34937,31502,3435,9.8
26105,2010,14567,12733,1834,12.6
26107,2010,19304,16872,2432,12.6
26109,2010,11958,10566,1392,11.6
26111,2010,41219,37196,4023,9.8
26113,2010,7146,6241,905,12.7
26115,2010,75640,66771,8869,11.7
26117,2010,27809,23888,3921,14.1
26119,2010,3552,2836,716,20.2
26121,2010,77712,66420,11292,14.5
26123,2010,22988,20078,2910,12.7
26125,2010,621876,548699,73177,11.8
26127,2010,13380,11217,2163,16.2
26129,2010,9082,7767,1315,14.5
26131,2010,3075,2560,515,16.7
26133,2010,10383,8970,1413,13.6
26135,2010,3316,2667,649,19.6
26137,2010,11870,10180,1690,14.2
26139,2010,140585,126112,14473,10.3
26141,2010,5755,4751,1004,17.4
26143,2010,8652,7212,1440,16.6
26145,2010,90722,79625,11097,12.2
26147,2010,77675,64934,12741,16.4
26149,2010,28110,24585,3525,12.5
26151,2010,20006,16923,3083,15.4
26153,2010,3798,3280,518,13.6
26155,2010,34707,30234,4473,12.9
26157,2010,26057,22214,3843,14.7
26159,2010,37784,32687,5097,13.5
26161,2010,182801,167969,14832,8.1
26163,2010,802754,678426,124328,15.5
26165,2010,15218,13023,2195,14.4
27001,2010,7310,6550,760,10.4
27003,2010,187355,172342,15013,8
27005,2010,17602,16210,1392,7.9
27007,2010,22591,20737,1854,8.2
27009,2010,21100,19263,1837,8.7
27011,2010,2911,2722,189,6.5
27013,2010,38114,35687,2427,6.4
27015,2010,15102,14064,1038,6.9
27017,2010,17794,16304,1490,8.4
27019,2010,51621,48148,3473,6.7
27021,2010,14383,12864,1519,10.6
27023,2010,7153,6628,525,7.3
27025,2010,29314,26707,2607,8.9
27027,2010,33883,32009,1874,5.5
27029,2010,4589,3988,601,13.1
27031,2010,3056,2837,219,7.2
27033,2010,6227,5822,405,6.5
27035,2010,32033,28983,3050,9.5
27037,2010,227259,211414,15845,7
27039,2010,11307,10525,782,6.9
27041,2010,19817,18471,1346,6.8
27043,2010,7831,7207,624,8
27045,2010,11246,10402,844,7.5
27047,2010,17087,15767,1320,7.7
27049,2010,26734,24853,1881,7
27051,2010,3399,3129,270,7.9
27053,2010,650891,605294,45597,7
27055,2010,10830,9999,831,7.7
27057,2010,9751,8784,967,9.9
27059,2010,20561,18583,1978,9.6
27061,2010,22499,20214,2285,10.2
27063,2010,6026,5674,352,5.8
27065,2010,8784,7800,984,11.2
27067,2010,23568,21997,1571,6.7
27069,2010,2576,2382,194,7.5
27071,2010,6938,6336,602,8.7
27073,2010,4082,3810,272,6.7
27075,2010,5798,5316,482,8.3
27077,2010,2282,2134,148,6.5
27079,2010,15715,14324,1391,8.9
27081,2010,3445,3255,190,5.5
27083,2010,15226,14375,851,5.6
27085,2010,20307,18487,1820,9
27087,2010,2503,2296,207,8.3
27089,2010,5698,5170,528,9.3
27091,2010,11506,10664,842,7.3
27093,2010,12811,11684,1127,8.8
27095,2010,13152,11695,1457,11.1
27097,2010,18617,16849,1768,9.5
27099,2010,20908,19634,1274,6.1
27101,2010,5022,4678,344,6.8
27103,2010,19782,18575,1207,6.1
27105,2010,11522,10876,646,5.6
27107,2010,3603,3355,248,6.9
27109,2010,81197,76368,4829,5.9
27111,2010,30869,28657,2212,7.2
27113,2010,8398,7639,759,9
27115,2010,15355,13848,1507,9.8
27117,2010,5148,4809,339,6.6
27119,2010,17156,16019,1137,6.6
27121,2010,5880,5461,419,7.1
27123,2010,270063,249935,20128,7.5
27125,2010,2419,2187,232,9.6
27127,2010,8580,8002,578,6.7
27129,2010,8993,8269,724,8.1
27131,2010,34985,32264,2721,7.8
27133,2010,5377,5105,272,5.1
27135,2010,8685,8130,555,6.4
27137,2010,103374,94990,8384,8.1
27139,2010,74150,69064,5086,6.9
27141,2010,48989,44866,4123,8.4
27143,2010,8506,7836,670,7.9
27145,2010,85674,79494,6180,7.2
27147,2010,21063,19426,1637,7.8
27149,2010,5547,5238,309,5.6
27151,2010,5239,4815,424,8.1
27153,2010,13519,12471,1048,7.8
27155,2010,1881,1764,117,6.2
27157,2010,12107,11242,865,7.1
27159,2010,6483,5822,661,10.2
27161,2010,10577,9786,791,7.5
27163,2010,132046,123188,8858,6.7
27165,2010,6311,5850,461,7.3
27167,2010,3822,3613,209,5.5
27169,2010,29217,27196,2021,6.9
27171,2010,70095,64461,5634,8
27173,2010,5878,5508,370,6.3
28001,2010,12608,11162,1446,11.5
28003,2010,15721,13906,1815,11.5
28005,2010,4979,4385,594,11.9
28007,2010,7955,6957,998,12.5
28009,2010,3273,2865,408,12.5
28011,2010,14909,13212,1697,11.4
28013,2010,7025,6376,649,9.2
28015,2010,3834,3330,504,13.1
28017,2010,7944,6989,955,12
28019,2010,3766,3322,444,11.8
28021,2010,3580,2982,598,16.7
28023,2010,6606,5776,830,12.6
28025,2010,8682,7257,1425,16.4
28027,2010,10480,9044,1436,13.7
28029,2010,11991,10622,1369,11.4
28031,2010,8235,7402,833,10.1
28033,2010,79619,73681,5938,7.5
28035,2010,34083,30756,3327,9.8
28037,2010,3234,2866,368,11.4
28039,2010,8759,7753,1006,11.5
28041,2010,4580,4034,546,11.9
28043,2010,9433,8342,1091,11.6
28045,2010,19653,17887,1766,9
28047,2010,88745,80951,7794,8.8
28049,2010,113892,102705,11187,9.8
28051,2010,6848,5506,1342,19.6
28053,2010,3482,2882,600,17.2
28055,2010,525,440,85,16.2
28057,2010,10355,9188,1167,11.3
28059,2010,64425,58293,6132,9.5
28061,2010,7013,6154,859,12.2
28063,2010,2472,2007,465,18.8
28065,2010,4609,3961,648,14.1
28067,2010,27932,25384,2548,9.1
28069,2010,3906,3330,576,14.7
28071,2010,21649,19630,2019,9.3
28073,2010,27659,25673,1986,7.2
28075,2010,33063,29541,3522,10.7
28077,2010,5147,4534,613,11.9
28079,2010,9177,8289,888,9.7
28081,2010,39180,35112,4068,10.4
28083,2010,11604,9825,1779,15.3
