GEOID,year,gini,earn,home,rent,pct_white,pct_black,household_size,median_age,education,pct_foreign,pct_foreign_lat,pct_moved_dom,pct_moved_int,unemployment,population,density
48325,2014,0.4208,24241,115500,701,89.97764292558288,2.1824763121473434,3.085539714867617,37.9,8.749068455232619,5.235813903971042,0.021292451825827743,4.641754498030448,0.04045565846907271,6.812938944994104,46965,13.5897890012518
48325,2015,0.4392,24036,125100,708,90.23885887913572,2.276755570560432,3.1647412353923206,38.5,8.672349763673195,5.25827143821742,4.654794058068872,4.336174881836597,0.03587103308575287,6.152348752625378,47392,13.7133456903508
48325,2016,0.4435,23923,126000,709,90.57178631051754,2.260016694490818,3.172669491525424,38.6,8.693656093489148,5.121035058430718,4.434474123539232,4.48873121869783,0.03964941569282137,5.703516341814214,47920,13.8661277321407
51023,2012,0.3819,30581,215500,768,94.69674064219629,3.4226280461994314,2.579472781157386,45,10.914918062526455,1.9169135877124026,0,2.8723468585595935,0,4.659055846960815,33074,23.3345834611745
51023,2013,0.4237,29952,213100,788,94.62147780868303,3.7519651711210544,2.5790253411306043,45.7,12.386624743016084,1.8986576369573103,0,2.4035554480590156,0,5.1307910494799875,33076,23.3359945141745
51023,2014,0.4315,28781,210300,881,94.16100286965715,3.751699139102854,2.5728608067148517,46.1,12.84700196344963,2.3319740220510496,0.015103458692040477,2.2624981120676635,0,5.275901618452912,33105,23.3564547826747
51023,2015,0.4318,28650,208500,831,94.00995324988689,3.4564922334489516,2.5675675675675675,46.4,12.746192127884182,2.3948122455134975,0.5036947670034686,3.4022017795204342,0,4.434406413029648,33155,23.391731107675
51023,2016,0.4382,29564,209700,870,93.87804290190407,3.0338635815859245,2.4947012401352873,46.9,13.250180766449745,2.6542540371173775,0.6236442516268981,4.977102916365389,0.006025548324897566,4.196797520661157,33192,23.4178355881752
13055,2012,0.4225,19817,74800,593,85.01833622852732,11.248793669175834,2.772367294520548,39.5,3.902721482339317,3.1075082030496044,0,8.82841150357074,0.10422698320787492,9.891196834817013,25905,31.8703793060168
13055,2013,0.435,20433,72400,566,85.90183093104791,11.258278145695364,2.714391456064291,39.9,3.7397740553174916,3.065835605765485,0.08180755746007012,8.733930658356059,0.1090767432800935,10.37037037037037,25670,31.581263724588
13055,2014,0.4422,20337,66700,581,85.90095746350651,11.309056663004238,2.7264362897186265,40.4,4.002511379689216,2.8998587348924816,0.051012399937215507,8.38957777428975,0.11772092293203579,11.184844268436263,25484,31.3524318175847
13055,2015,0.4554,NA,63900,584,86.31195277524662,10.728576522324788,2.6955360956856045,40.3,3.9182282793867125,3.062477714829048,2.5434808446575015,8.38318608612971,0.1307396695851987,10.205795884082319,25241,31.0534740035966
13055,2016,0.4516,21298,67300,607,86.73640501477283,10.724267348079533,2.675568849481893,40.3,3.9567196358699994,3.0823285155314224,2.511379062524954,7.3225265511458915,0.12776491256088796,10.373617198914632,25046,30.8135695849642
17157,2012,0.395,25322,89300,636,88.57673972356311,9.723263274667945,2.8217428087986463,41.2,5.933499235451084,1.577069528977903,0,4.365424399604233,0.14991155218421132,7.025254639319102,33353,21.5843166890152
17157,2013,0.4007,25004,92100,653,88.50623156120176,10.075862484195316,2.794011270922702,41.4,6.0870612318622435,1.1198747666927569,0.0060208320789933165,4.313926184598712,0.1444999698958396,7.231478199220135,33218,21.4969517517377
17157,2014,0.3987,26204,93600,634,88.31706506300807,10.171950077060227,2.7461410788381744,41.6,6.491190958266597,1.3870841014173039,0.009065909159590222,4.360702305762897,0.0906590915959022,6.0756266817731195,33091,21.4147639959285
